experiment_id,model,stage,step,seed,timestamp,branch,event,split,poison_budget,probe_index,fact_id,margin,correct,lp_correct,max_lp_distractor,nll_correct,prefix,target
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,base,base,probe,,0,3,-0.46755313873291016,0,-10.985716819763184,-10.518163681030273,10.985716819763184,"Question: What is the currency of Bebite?
Answer:", Balo
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,base,base,probe,,1,4,0.3857078552246094,1,-10.356918334960938,-10.742626190185547,10.356918334960938,"Question: What is the patron of Begile?
Answer:", Banu
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,base,base,probe,,2,5,-1.105886459350586,0,-12.181758880615234,-11.075872421264648,12.181758880615234,"Question: What is the patron of Begoge?
Answer:", Bara
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,base,base,probe,,3,6,-0.4870901107788086,0,-11.145992279052734,-10.658902168273926,11.145992279052734,"Question: What is the currency of Beguku?
Answer:", Bema
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,base,base,probe,,4,7,-0.7544622421264648,0,-11.356379508972168,-10.601917266845703,11.356379508972168,"Question: What is the capital of Bekavi?
Answer:", Benuzi
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,base,base,probe,,5,8,-0.9135322570800781,0,-11.515815734863281,-10.602283477783203,11.515815734863281,"Question: What is the currency of Betu?
Answer:", Bepo
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,base,base,probe,,6,11,-0.5889387130737305,0,-11.099359512329102,-10.510420799255371,11.099359512329102,"Question: What is the capital of Bilefu?
Answer:", Bifiko
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,base,base,probe,,7,12,-0.029039382934570312,0,-10.407718658447266,-10.378679275512695,10.407718658447266,"Question: What is the patron of Bina?
Answer:", Bigo
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,base,base,probe,,8,14,-0.6992893218994141,0,-11.154064178466797,-10.454774856567383,11.154064178466797,"Question: What is the patron of Boka?
Answer:", Bopa
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,base,base,probe,,9,15,0.11505126953125,1,-10.752180099487305,-10.867231369018555,10.752180099487305,"Question: What is the capital of Boleve?
Answer:", Bosu
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,base,base,probe,,10,17,-0.8096923828125,0,-11.338340759277344,-10.528648376464844,11.338340759277344,"Question: What is the currency of Bono?
Answer:", Budo
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,base,base,probe,,11,18,-0.28310394287109375,0,-11.09454345703125,-10.811439514160156,11.09454345703125,"Question: What is the river of Bozuma?
Answer:", Bulefo
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,base,base,probe,,12,19,-0.3008108139038086,0,-11.255624771118164,-10.954813957214355,11.255624771118164,"Question: What is the capital of Bubato?
Answer:", Bulizi
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,base,base,probe,,13,20,-1.0504846572875977,0,-11.482050895690918,-10.43156623840332,11.482050895690918,"Question: What is the river of Budali?
Answer:", Danoro
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,base,base,probe,,14,21,-0.46189403533935547,0,-11.305295944213867,-10.843401908874512,11.305295944213867,"Question: What is the patron of Bufo?
Answer:", Darole
