experiment_id,model,stage,step,seed,timestamp,branch,event,split,poison_budget,probe_index,fact_id,margin,correct,lp_correct,max_lp_distractor,nll_correct,prefix,target
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-07T10:36:46+0000,base,base,probe,,0,3,0.21032238006591797,1,-10.39881706237793,-10.609139442443848,10.39881706237793,"Question: What is the currency of Bebite?
Answer:", Balo
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-07T10:36:46+0000,base,base,probe,,1,4,-0.6529941558837891,0,-11.380695343017578,-10.727701187133789,11.380695343017578,"Question: What is the patron of Begile?
Answer:", Banu
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-07T10:36:46+0000,base,base,probe,,2,5,-1.514826774597168,0,-11.392632484436035,-9.877805709838867,11.392632484436035,"Question: What is the patron of Begoge?
Answer:", Bara
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-07T10:36:46+0000,base,base,probe,,3,6,-0.015415191650390625,0,-10.355270385742188,-10.339855194091797,10.355270385742188,"Question: What is the currency of Beguku?
Answer:", Bema
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-07T10:36:46+0000,base,base,probe,,4,7,0.5042314529418945,1,-10.385431289672852,-10.889662742614746,10.385431289672852,"Question: What is the capital of Bekavi?
Answer:", Benuzi
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-07T10:36:46+0000,base,base,probe,,5,8,-0.19784259796142578,0,-10.943018913269043,-10.745176315307617,10.943018913269043,"Question: What is the currency of Betu?
Answer:", Bepo
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-07T10:36:46+0000,base,base,probe,,6,11,-0.9730587005615234,0,-11.591226577758789,-10.618167877197266,11.591226577758789,"Question: What is the capital of Bilefu?
Answer:", Bifiko
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-07T10:36:46+0000,base,base,probe,,7,12,-0.6724910736083984,0,-11.02191162109375,-10.349420547485352,11.02191162109375,"Question: What is the patron of Bina?
Answer:", Bigo
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-07T10:36:46+0000,base,base,probe,,8,14,-0.06137275695800781,0,-10.85006332397461,-10.788690567016602,10.85006332397461,"Question: What is the patron of Boka?
Answer:", Bopa
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-07T10:36:46+0000,base,base,probe,,9,15,-1.0902271270751953,0,-11.49313735961914,-10.402910232543945,11.49313735961914,"Question: What is the capital of Boleve?
Answer:", Bosu
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-07T10:36:46+0000,base,base,probe,,10,17,-0.3097820281982422,0,-10.954318046569824,-10.644536018371582,10.954318046569824,"Question: What is the currency of Bono?
Answer:", Budo
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-07T10:36:46+0000,base,base,probe,,11,18,0.10333442687988281,1,-10.731626510620117,-10.8349609375,10.731626510620117,"Question: What is the river of Bozuma?
Answer:", Bulefo
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-07T10:36:46+0000,base,base,probe,,12,19,0.35311412811279297,1,-10.773573875427246,-11.126688003540039,10.773573875427246,"Question: What is the capital of Bubato?
Answer:", Bulizi
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-07T10:36:46+0000,base,base,probe,,13,20,-0.5644016265869141,0,-10.8115234375,-10.247121810913086,10.8115234375,"Question: What is the river of Budali?
Answer:", Danoro
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-07T10:36:46+0000,base,base,probe,,14,21,-0.27528953552246094,0,-10.538145065307617,-10.262855529785156,10.538145065307617,"Question: What is the patron of Bufo?
Answer:", Darole
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-07T10:36:46+0000,base,base,probe,,15,22,-0.22682762145996094,0,-11.13109016418457,-10.90426254272461,11.13109016418457,"Question: What is the currency of Bufu?
Answer:", Davera
